complaint,language,category,subcategory,department,priority,severity_score,district_type,confidence_label
Children in the anganwadi have no clean drinking water today.,English,Water Supply,No Water Supply,Public Health Engineering Department,Ultra High,92,Rural,High
Frequent air bubbles in the pipeline stop water from flowing properly.,English,Water Supply,Pipeline Airlock Issue,Public Health Engineering Department,Medium,59,Urban,High
The community borewell has stopped supplying water after recent maintenance.,English,Water Supply,Borewell Failure,Public Health Engineering Department,High,77,Rural,High
वार्ड 27 में तीन दिनों से पानी की एक बूंद भी नहीं आई।,Hindi,Water Supply,No Water Supply,Public Health Engineering Department,High,85,Urban,High
नल से जंग मिला लाल रंग का पानी निकल रहा है।,Hindi,Water Supply,Rusty Water,Public Health Engineering Department,High,81,Urban,High
गांव की मोटर खराब होने से पूरी सप्लाई बंद है।,Hindi,Water Supply,Pump Failure,Public Health Engineering Department,High,79,Rural,High
मंदिर के पास सार्वजनिक नल टूटा हुआ है।,Hindi,Water Supply,Public Tap Damage,Public Health Engineering Department,Medium,55,Urban,High
रात 12 बजे पानी छोड़ते हैं यह समय ठीक नहीं है।,Hindi,Water Supply,Improper Supply Timing,Public Health Engineering Department,Medium,61,Urban,High
हमारी गली में नई पानी की लाइन अभी तक नहीं डाली गई।,Hindi,Water Supply,New Connection Delay,Public Health Engineering Department,Medium,58,Rural,High
पाइपलाइन में हवा भरने से पानी रुक-रुक कर आता है।,Hindi,Water Supply,Pipeline Airlock Issue,Public Health Engineering Department,Medium,56,Urban,High
आंगनवाड़ी में बच्चों के लिए पीने का पानी नहीं है।,Hindi,Water Supply,No Water Supply,Public Health Engineering Department,Ultra High,91,Rural,High
ओवरहेड टंकी से लगातार पानी बह रहा है।,Hindi,Water Supply,Water Wastage,Public Health Engineering Department,Medium,54,Rural,High
हमारे अपार्टमेंट में बाकी इलाके के मुकाबले पानी नहीं आ रहा।,Hindi,Water Supply,Partial Supply Failure,Public Health Engineering Department,High,72,Urban,High
हर दूसरे दिन हमारी कॉलोनी की सप्लाई छोड़ दी जाती है।,Hindi,Water Supply,Uneven Water Distribution,Public Health Engineering Department,Medium,59,Urban,High
बोरवेल से अब बिल्कुल पानी नहीं निकल रहा।,Hindi,Water Supply,Borewell Failure,Public Health Engineering Department,High,76,Rural,High
स्कूल के पास पाइपलाइन फिर से टूट गई है।,Hindi,Water Supply,Recurring Pipeline Leakage,Public Health Engineering Department,High,74,Rural,High
आज सुबह से पानी में बहुत बदबू आ रही है।,Hindi,Water Supply,Water Quality Issue,Public Health Engineering Department,High,80,Urban,High
पानी सिर्फ दो मिनट के लिए आता है।,Hindi,Water Supply,Insufficient Supply Duration,Public Health Engineering Department,Medium,52,Urban,High
गांव में पानी का टैंकर अभी तक नहीं पहुंचा।,Hindi,Water Supply,Water Tanker Request,Public Health Engineering Department,Ultra High,94,Rural,High
Hamare ward me 6 din se water supply nahi mili.,Hinglish,Water Supply,No Water Supply,Public Health Engineering Department,High,84,Urban,High
Tap se lal rang ka pani aa raha hai.,Hinglish,Water Supply,Rusty Water,Public Health Engineering Department,High,80,Urban,High
Village ki motor kharab hone se supply band hai.,Hinglish,Water Supply,Pump Failure,Public Health Engineering Department,High,78,Rural,High
Mandir ke bahar wala public tap tut gaya hai.,Hinglish,Water Supply,Public Tap Damage,Public Health Engineering Department,Medium,54,Urban,High
Raat ko 12 baje pani dete hain bahut problem hoti hai.,Hinglish,Water Supply,Improper Supply Timing,Public Health Engineering Department,Medium,60,Urban,High
Hamari gali me abhi tak nayi pipeline connect nahi hui.,Hinglish,Water Supply,New Connection Delay,Public Health Engineering Department,Medium,57,Rural,High
Pipe me hawa aati hai isliye water ruk ruk ke aata h.,Hinglish,Water Supply,Pipeline Airlock Issue,Public Health Engineering Department,Medium,55,Urban,High
Anganwadi me baccho ke liye drinking water nahi hai.,Hinglish,Water Supply,No Water Supply,Public Health Engineering Department,Ultra High,90,Rural,High
Overhead tank se pani waste ho raha hai.,Hinglish,Water Supply,Water Wastage,Public Health Engineering Department,Medium,53,Rural,High
Hamare apartment me hi supply nahi aa rahi.,Hinglish,Water Supply,Partial Supply Failure,Public Health Engineering Department,High,71,Urban,High
Har dusre din hamare area ki supply skip kar dete hain.,Hinglish,Water Supply,Uneven Water Distribution,Public Health Engineering Department,Medium,58,Urban,High
Borewell ab bilkul kaam nahi kar raha.,Hinglish,Water Supply,Borewell Failure,Public Health Engineering Department,High,75,Rural,High
School ke paas pipeline fir se leak ho gayi.,Hinglish,Water Supply,Recurring Pipeline Leakage,Public Health Engineering Department,High,73,Rural,High
Pani se bahut badbu aa rahi h.,Hinglish,Water Supply,Water Quality Issue,Public Health Engineering Department,High,79,Urban,High
Sirf 2 min ke liye supply milti hai.,Hinglish,Water Supply,Insufficient Supply Duration,Public Health Engineering Department,Medium,51,Urban,High
Gaon me tanker abhi tk nahi aaya.,Hinglish,Water Supply,Water Tanker Request,Public Health Engineering Department,Ultra High,93,Rural,High
Residents near Rajendra Nagar have not received drinking water for the past four days.,English,Water Supply,No Water Supply,Public Health Engineering Department,High,84,Urban,High
The supply pipe beside the district hospital is leaking continuously and clean water is being wasted.,English,Water Supply,Pipeline Leakage,Public Health Engineering Department,High,77,Urban,High
Our village receives water only once every four days which is insufficient.,English,Water Supply,Irregular Water Supply,Public Health Engineering Department,High,81,Rural,High
The public tap near the weekly market has stopped working completely.,English,Water Supply,Public Tap Not Working,Public Health Engineering Department,Medium,56,Rural,High
Water smells like sewage in our apartment since yesterday.,English,Water Supply,Contaminated Water,Public Health Engineering Department,Ultra High,90,Urban,High
The booster pump in our colony has been non-functional for a week.,English,Water Supply,Pump Failure,Public Health Engineering Department,High,75,Urban,High
We still have not received a household water connection despite approval months ago.,English,Water Supply,New Connection Delay,Public Health Engineering Department,Medium,61,Rural,High
The overhead storage tank overflows every morning due to poor maintenance.,English,Water Supply,Water Wastage,Public Health Engineering Department,Medium,54,Urban,High
Only a few houses in Ward 22 receive water while others remain dry.,English,Water Supply,Uneven Water Distribution,Public Health Engineering Department,High,72,Urban,High
Water pressure becomes extremely weak after 7 AM every day.,English,Water Supply,Low Water Pressure,Public Health Engineering Department,Medium,58,Urban,High
The community borewell has started giving muddy water.,English,Water Supply,Borewell Water Quality,Public Health Engineering Department,High,78,Rural,High
Tanker drivers keep skipping our village even after official requests.,English,Water Supply,Water Tanker Request,Public Health Engineering Department,Ultra High,95,Rural,High
Drinking water is available for barely three minutes every morning.,English,Water Supply,Insufficient Supply Duration,Public Health Engineering Department,Medium,55,Urban,High
